,Path,XMin,YMin,XMax,YMax,ImageID
1866,2042.png,0.59625,0.175833,0.648125,0.214167,02ce218553cc3f15
725,772.png,0.3175,0.372919,0.351875,0.418424,00a2ad9365afcd7e
1120,1217.png,0.380625,0.391182,0.7325,0.530019,18b692b6d7fcef57
463,494.png,0.0,0.0,0.997222,0.998438,00016982f6086d39
2466,2697.png,0.018056,0.155136,0.616667,0.979036,73c3e83a98cc58ee
2381,2609.png,0.0,0.0,0.7525,0.76,02081b875a3147da
1338,1473.png,0.08125,0.14791666,1.0,0.99791664,50db36cf0e7a9b63
2223,2420.png,0.16125,0.288995,0.644375,0.964593,00bf8208b18e7b2a
626,668.png,0.138125,0.699812,0.351875,0.827392,03347e7344ce951a
1703,1863.png,0.0,0.0,0.995,0.996324,02f4615f035e73a6
110,117.png,0.595625,0.230716,0.909375,0.5,0191ee1cfc15d501
1651,1796.png,0.135185,0.034259,0.302778,0.133333,00341c3c5825fc7e
2514,2749.png,0.0,0.282364,0.638125,0.555347,01b32704f5a7cc89
2637,2889.png,0.0,0.0,0.88,0.999167,04d6206483f835e6
2204,2399.png,0.282282,0.033457,1.0,0.966543,01caec6d774a835d
89,96.png,0.63,0.453333,0.82625,0.731667,009fe379015d01ee
1997,2174.png,0.510625,0.102251,0.80375,0.988743,2675cbd3dd7c488c
617,659.png,0.77,0.0,0.99875,0.34334,0002cebd6f0cd7e1
81,88.png,0.5925,0.255,0.76875,0.388333,009fe379015d01ee
714,761.png,0.403125,0.0,0.63125,0.039583,10f50e9e1e2bacd3
1915,2091.png,0.00375,0.864407,0.02625,0.919021,1c5ef6c1f1a07fc7
2249,2459.png,0.0,0.001634,0.259804,0.828431,cd7b3621c53d1ffe
576,618.png,0.131875,0.318267,0.204375,0.386064,1c5ef6c1f1a07fc7
688,735.png,0.0,0.30863,0.063125,0.468105,0098915ff17c199c
304,315.png,0.122222,0.02963,0.869444,0.32963,00341c3c5825fc7e
140,149.png,0.220313,0.571875,0.771875,0.864062,02144c6ad4ca3466
2105,2287.png,0.359375,0.594167,0.50375,0.759167,00274a1dc0fd7e4d
2490,2721.png,0.530864,0.238248,0.990503,0.785256,007c8c28e1f149b1
1531,1674.png,0.299259,0.105528,0.351111,0.158291,07b5bc80c5797f3a
2362,2584.png,0.271875,0.337143,0.43125,0.857143,00c0d1d91d662186
2137,2320.png,0.4,0.264239,0.889375,0.61718,00d2c29446861097
1097,1193.png,0.0,0.0,0.999375,0.999062,949868987aaecb8a
989,1077.png,0.220625,0.193333,0.671875,0.6975,00b28f0e594316be
868,929.png,0.470313,0.14375,0.83125,0.48125,01344b29b81a8a41
993,1081.png,0.244,0.647,0.343,0.945,000af631fb329557
775,823.png,0.006875,0.2275,0.123125,0.569167,00048edce2a37368
2413,2642.png,0.475833,0.22,0.855,0.995556,0295e9aa4e49ff29
1824,1989.png,0.008125,0.178677,0.178125,0.600197,00758c10b2da2954
871,932.png,0.250625,0.592469,0.53875,0.987448,03dcd57a58305caa
943,1021.png,0.170625,0.107778,0.8025,0.984444,001443707749da02
653,696.png,0.514375,0.104128,0.798125,0.984053,2675cbd3dd7c488c
1255,1370.png,0.455,0.143527,0.999375,0.999062,08db94e7e12f2423
285,295.png,0.35125,0.374532,0.973125,0.747191,000ca4a1855318b1
2645,2904.png,0.499023,0.389458,0.552734,0.47877,0000f53faa4d14c3
104,111.png,0.695312,0.618182,0.877344,0.966234,8467c3cf0b323a87
420,448.png,0.057813,0.338542,0.907031,0.851042,07415312ef35cba8
1041,1136.png,0.72375,0.281793,0.9825,0.889296,0108699b58fba47f
2042,2223.png,0.0,0.361163,0.065625,0.409944,0098915ff17c199c
1828,1993.png,0.146875,0.257651,0.38,0.664363,00758c10b2da2954
439,468.png,0.511875,0.518832,0.999375,0.868173,0c334bb4e67f9448
1618,1762.png,0.50125,0.463483,0.56125,0.519663,000ca4a1855318b1
1989,2166.png,0.413125,0.233583,0.461875,0.342402,003df9e04b7ba316
2032,2213.png,0.89875,0.201689,0.999375,0.604128,0098915ff17c199c
816,868.png,0.35125,0.660893,0.488125,0.983592,006881240855f4a9
1415,1556.png,0.3775,0.361667,0.3925,0.39,009fe379015d01ee
2481,2712.png,0.021875,0.583333,0.271875,0.998932,006512eb4a092212
881,944.png,0.0,0.046904,0.999375,0.999062,01169886d1256a6c
2084,2265.png,0.543125,0.612653,0.688125,0.769145,00a2ad9365afcd7e
692,739.png,0.44625,0.383677,0.513125,0.518762,0098915ff17c199c
2285,2497.png,0.30625,0.431638,0.41,0.589831,00efe4b4aa33acf5
1886,2062.png,0.715833,0.05,0.826667,0.30375,0005f3f1f9ba2a3a
2063,2244.png,0.0,0.0,0.999375,0.999167,06f92f5456da8509
761,809.png,0.456875,0.4925,0.646875,0.655833,00274a1dc0fd7e4d
2534,2769.png,0.003125,0.0,0.996875,0.995575,014bd5e60ae7ce28
2346,2568.png,0.114,0.347,0.251,0.562,000af631fb329557
1579,1723.png,0.413125,0.35,0.998125,0.535833,02886a38a382a5c7
1605,1749.png,0.005141,0.0,0.997429,0.996678,1100b066494f69cf
782,830.png,0.775625,0.818333,0.999375,0.999167,00048edce2a37368
523,565.png,0.49285,0.130208,0.999047,0.584375,0008fba87dd4aed2
788,836.png,0.0,0.0,0.999375,0.999167,00048edce2a37368
101,108.png,0.863281,0.316017,0.989062,0.782684,8467c3cf0b323a87
1932,2108.png,0.28125,0.06968,0.308125,0.125235,1c5ef6c1f1a07fc7
1448,1589.png,0.232031,0.406061,0.455469,0.675325,8467c3cf0b323a87
1848,2024.png,0.610625,0.135833,0.625,0.165,02ce218553cc3f15
366,392.png,0.395,0.5,0.5325,0.870879,0144535ac673355e
1058,1153.png,0.381176,0.004819,0.610588,0.985542,0104ecf3d6a67b1b
2086,2267.png,0.693125,0.031077,0.731875,0.149834,00a2ad9365afcd7e
2503,2736.png,0.299383,0.343583,0.864198,0.82754,0166a717de146cd3
1440,1581.png,0.0,0.561905,0.275,0.941991,8467c3cf0b323a87
134,141.png,0.588125,0.4803,0.6725,0.883677,013d0f61873215a8
708,755.png,0.0,0.714822,0.096875,0.988743,00cdc43ad4fcf494
1874,2050.png,0.46125,0.471857,0.52,0.585366,0017830e8b7b0579
440,469.png,0.071942,0.256198,0.297362,0.991736,057f8ea4bcb05b2c
596,638.png,0.68125,0.322034,0.751875,0.380414,1c5ef6c1f1a07fc7
1068,1163.png,0.475833,0.22,0.855,0.995556,0295e9aa4e49ff29
1020,1108.png,0.0,0.090833,0.998125,0.999167,075a5a2965ddfc74
2391,2620.png,0.0,0.0,0.999375,0.999167,1b47d517fcf14532
2257,2467.png,0.17,0.810042,0.195625,0.837657,000467588f9797fc
886,957.png,0.224375,0.296667,0.75375,0.629167,001e2cd338ff3ed0
1711,1871.png,0.395,0.5,0.5325,0.870879,0144535ac673355e
597,639.png,0.68875,0.405838,0.7375,0.453861,1c5ef6c1f1a07fc7
2464,2695.png,0.3775,0.383677,0.735,0.526266,18b692b6d7fcef57
2066,2247.png,0.124375,0.470588,0.275625,0.693674,00a2ad9365afcd7e
1738,1898.png,0.045625,0.929945,0.084375,0.990385,06c9fb98702d277a
423,451.png,0.060998,0.109974,0.998152,0.961637,63153fde731ae8e6
2059,2240.png,0.403125,0.0,0.63125,0.039583,10f50e9e1e2bacd3
1203,1307.png,0.0,0.0,0.998366,0.998366,011f132da434fc51
2486,2717.png,0.130104,0.708333,0.445394,0.977564,007c8c28e1f149b1
586,628.png,0.26875,0.515066,0.405625,0.665725,1c5ef6c1f1a07fc7
1623,1767.png,0.579375,0.56367,0.649375,0.642322,000ca4a1855318b1
587,629.png,0.28125,0.06968,0.308125,0.125235,1c5ef6c1f1a07fc7
2569,2818.png,0.16125,0.427767,0.885,0.998124,00018457a4aafe75
1762,1924.png,0.0,0.26125,0.999353,0.999375,965428ac5e285d8e
2670,2931.png,0.075221,0.2529,0.436578,0.972158,357826c327bc45d5
584,626.png,0.235625,0.115819,0.27875,0.177966,1c5ef6c1f1a07fc7
638,681.png,0.00875,0.0,0.999375,0.449343,003df9e04b7ba316
464,495.png,0.727778,0.0375,0.872222,0.076563,00016982f6086d39
1920,2096.png,0.12875,0.351224,0.15875,0.405838,1c5ef6c1f1a07fc7
807,859.png,0.159167,0.1643,0.800833,0.874239,01661bc0d34dc3ac
1528,1671.png,0.248889,0.115578,0.36,0.173367,07b5bc80c5797f3a
1500,1643.png,0.0,0.260504,0.3575,0.723623,30acfea0c24e0518
2218,2415.png,0.276423,0.891018,0.348343,0.998802,01f88d4cc4ecd8d6
2441,2671.png,0.55,0.467167,0.58125,0.515009,949868987aaecb8a
1759,1921.png,0.053333,0.056667,0.963333,0.946667,12643df157e0d7f7
94,101.png,0.71875,0.333333,0.885938,0.551515,8467c3cf0b323a87
2173,2359.png,0.731132,0.700625,0.929245,0.95375,06a3c476e050000a
400,428.png,0.466875,0.758333,0.615625,0.971667,5fb4e2aa3626d769
1530,1673.png,0.61037,0.123116,0.665185,0.160804,07b5bc80c5797f3a
197,206.png,0.1325,0.261194,0.80125,0.798507,0e762da5045a61d7
484,515.png,0.26125,0.0,0.42375,0.337611,00758c10b2da2954
534,576.png,0.578333,0.07125,0.680833,0.18375,0005f3f1f9ba2a3a
1536,1679.png,0.010417,0.841667,0.277083,0.99881,00518ca5686877e0
1710,1870.png,0.073125,0.1675,0.729375,0.819167,003edf91acea710b
2520,2755.png,0.675,0.088132,0.713281,0.13866,0081d67c4cfc9134
84,91.png,0.60625,0.383333,0.6225,0.41,009fe379015d01ee
284,294.png,0.0,0.256554,0.375,0.43633,000ca4a1855318b1
2450,2680.png,0.0,0.098333,0.93625,0.685,096171d4caca0677
1624,1768.png,0.585625,0.519663,0.6575,0.547753,000ca4a1855318b1
997,1085.png,0.49,0.665,0.658,0.958,000af631fb329557
961,1040.png,0.631805,0.0,0.998567,0.452778,0472436657d66fa6
1446,1587.png,0.863281,0.316017,0.989062,0.782684,8467c3cf0b323a87
121,128.png,0.298333,0.648889,0.501667,0.797778,02ecd01295b4e555
434,463.png,0.295625,0.594041,0.324375,0.621043,00268794e47eba14
2680,2949.png,0.0,0.444375,0.999329,0.999375,002a1fb97133ae95
394,420.png,0.07625,0.916209,0.103125,0.980769,06c9fb98702d277a
1475,1616.png,0.25375,0.510319,0.351875,0.868668,013d0f61873215a8
519,561.png,0.52875,0.104167,0.725625,0.245,02ce218553cc3f15
1196,1300.png,0.78,0.385435,0.992,0.852575,00097c09aca0cabf
87,94.png,0.61125,0.545,0.65875,0.598333,009fe379015d01ee
1023,1111.png,0.0,0.0,0.999375,0.999167,0d5180edcff6f390
152,161.png,0.002098,0.004032,0.999301,0.998992,001940ecf2a6f9eb
1685,1844.png,0.20375,0.637899,0.534375,0.899625,0027717ee5abd636
1514,1657.png,0.195312,0.019531,0.647461,0.378906,0242b82d966c25c8
655,698.png,0.6575,0.129456,0.76375,0.290807,2675cbd3dd7c488c
337,362.png,0.171875,0.165103,0.69625,0.909944,0027717ee5abd636
711,758.png,0.309278,0.429612,0.899485,0.963592,0090099095a570d0
113,120.png,0.16129,0.35125,0.972191,0.949375,01d095f628dceffd
139,148.png,0.256875,0.262712,0.54125,0.851224,040c569a5f09a728
2242,2452.png,0.4525,0.242969,0.79875,0.560938,12cd4d50f5cf753f
1117,1214.png,0.343125,0.29925,0.68,0.425891,18b692b6d7fcef57
126,133.png,0.6275,0.41651,0.761875,0.954034,013d0f61873215a8
1770,1932.png,0.0,0.0,0.999375,0.999056,00251aa00f08831f
520,562.png,0.764375,0.369167,0.955,0.603333,02ce218553cc3f15
268,278.png,0.170625,0.357678,0.24625,0.399813,000ca4a1855318b1
95,102.png,0.0,0.561905,0.275,0.941991,8467c3cf0b323a87
1324,1451.png,0.079646,0.081206,0.466077,0.819026,357826c327bc45d5
2577,2826.png,0.34,0.194184,0.545,0.332083,00018457a4aafe75
814,866.png,0.188125,0.613491,0.35,0.976299,006881240855f4a9
2080,2261.png,0.530625,0.157603,0.903125,0.512764,00a2ad9365afcd7e
1304,1429.png,0.084375,0.365833,0.3625,0.708333,19e041bc0fe1bda2
783,831.png,0.778125,0.336667,0.98375,0.724167,00048edce2a37368
1101,1197.png,0.22125,0.137899,0.348125,0.459662,01a0c5134b8a7974
756,804.png,0.0425,0.82,0.178125,0.9925,00274a1dc0fd7e4d
640,683.png,0.268125,0.606004,0.33625,0.673546,003df9e04b7ba316
2024,2205.png,0.0,0.254221,0.135625,0.567542,0098915ff17c199c
1455,1596.png,0.595625,0.230716,0.909375,0.5,0191ee1cfc15d501
2207,2402.png,0.12625,0.28125,0.375,0.3375,042d8fd4a805b9f0
1183,1284.png,0.6625,0.0,0.81875,0.280846,0081d67c4cfc9134
278,288.png,0.579375,0.56367,0.649375,0.642322,000ca4a1855318b1
2000,2177.png,0.6575,0.129456,0.76375,0.290807,2675cbd3dd7c488c
2368,2590.png,0.0,0.0,0.999375,0.999167,0d5180edcff6f390
2287,2499.png,0.734375,0.433898,0.999375,0.615819,00efe4b4aa33acf5
841,893.png,0.0,0.0,0.999375,0.998995,02295091042255dc
2107,2289.png,0.564375,0.919167,0.6225,0.999167,00274a1dc0fd7e4d
2169,2355.png,0.057547,0.1875,0.766038,0.89625,06a3c476e050000a
877,940.png,0.0,0.001914,0.75125,0.999043,00bf8208b18e7b2a
637,680.png,0.0,0.0,0.999375,0.999062,003df9e04b7ba316
332,351.png,0.087097,0.09,0.638065,0.809375,074d6af730ed17a6
1495,1638.png,0.104575,0.24183,0.227124,0.609477,05bf044b6e59fcbf
2669,2930.png,0.079646,0.081206,0.466077,0.819026,357826c327bc45d5
297,308.png,0.0,0.143243,0.995349,0.943243,699970c2f943750c
255,265.png,0.069479,0.037221,0.905707,0.997519,83dbf48474d9dabb
272,282.png,0.4925,0.455993,0.531875,0.498127,000ca4a1855318b1
1868,2044.png,0.49285,0.130208,0.999047,0.584375,0008fba87dd4aed2
923,999.png,0.185625,0.42268,0.230625,0.487348,079aeeda986b8dd9
367,393.png,0.09,0.35989,0.9525,0.879121,0144535ac673355e
1668,1821.png,0.0,0.045028,0.580625,0.962477,00600cd486b311c1
826,878.png,0.503774,0.700625,0.70283,0.950625,06a3c476e050000a
808,860.png,0.112305,0.106821,0.884766,0.89704,0139829d39dc5cd4
1527,1670.png,0.444444,0.330402,0.506667,0.407035,07b5bc80c5797f3a
2544,2782.png,0.112,0.0,0.634,0.909414,00097c09aca0cabf
627,669.png,0.50875,0.697936,0.54,0.84334,03347e7344ce951a
944,1022.png,0.0,0.057728,0.999375,0.999069,0094592d26800cf3
2284,2496.png,0.21,0.355932,0.335625,0.628249,00efe4b4aa33acf5
231,241.png,0.0,0.0,0.42375,0.999062,00ed67e74705df5b
2675,2936.png,0.01,0.053254,0.359375,0.9714,00a2fb1fb083da68
2461,2692.png,0.281875,0.180113,0.62375,0.339587,18b692b6d7fcef57
939,1017.png,0.21,0.355932,0.335625,0.628249,00efe4b4aa33acf5
569,611.png,0.0075,0.006591,0.751875,0.999058,1c5ef6c1f1a07fc7
1158,1257.png,0.299383,0.343583,0.864198,0.82754,0166a717de146cd3
1959,2135.png,0.48,0.215477,0.68375,0.470314,00df612e36d403e0
172,181.png,0.650391,0.066406,0.978516,0.238281,0242b82d966c25c8
2518,2753.png,0.0,0.0,0.999375,0.998817,002b6c5e434980df
787,835.png,0.4475,0.4375,0.945625,0.891667,00048edce2a37368
1148,1245.png,0.888889,0.813034,0.99905,0.971154,007c8c28e1f149b1
1225,1340.png,0.329375,0.029081,0.548125,0.234522,00018457a4aafe75
2533,2768.png,0.008125,0.006567,0.998125,0.999062,0079626afbcf18b9
1410,1551.png,0.255,0.245,0.39125,0.405,009fe379015d01ee
1425,1566.png,0.59125,0.385,0.60625,0.413333,009fe379015d01ee
2190,2379.png,0.3125,0.16,0.7725,0.894375,403f5d18b9108bb6
205,214.png,0.3575,0.095397,0.40875,0.191632,00380c346e3771dc
785,833.png,0.735625,0.609167,0.8325,0.694167,00048edce2a37368
833,885.png,0.564854,0.5475,0.999163,0.999375,0012aa7a73b51d94
435,464.png,0.02625,0.094041,0.981875,0.89013,00268794e47eba14
1222,1337.png,0.00625,0.199167,0.765,0.745,11b999ea4caea71c
2053,2234.png,0.0,0.714822,0.096875,0.988743,00cdc43ad4fcf494
1696,1855.png,0.623047,0.33871,0.695312,0.475073,0023b0e23b369b8d
132,139.png,0.440625,0.0,0.496875,0.15666,013d0f61873215a8
1992,2169.png,0.0,0.144531,0.6875,0.989844,bd73383823d12e82
2568,2817.png,0.368125,0.30394,0.5525,0.52439,00018457a4aafe75
1307,1432.png,0.59625,0.364167,0.898125,0.7475,19e041bc0fe1bda2
1555,1698.png,0.0,0.178125,0.999057,0.999375,0668191a3e436671
2361,2583.png,0.0,0.0,0.996875,0.994286,00c0d1d91d662186
2186,2372.png,0.0,0.0,0.999375,0.998995,02295091042255dc
1197,1301.png,0.262,0.175844,0.406,0.580817,00097c09aca0cabf
1504,1647.png,0.358571,0.326882,0.677143,0.690323,093dc6b2e0716a16
1128,1225.png,0.027778,0.089869,0.980392,0.936275,0133df8024afaf02
1419,1560.png,0.45125,0.675,0.46875,0.706667,009fe379015d01ee
2529,2764.png,0.028906,0.303173,0.998438,0.990599,0081d67c4cfc9134
1816,1981.png,0.38625,0.307996,0.55625,0.567621,00758c10b2da2954
1042,1137.png,0.189375,0.0,0.999375,0.999062,1ea07cd62ca193e6
546,588.png,0.59375,0.072089,0.79125,0.528651,5cde5e6c5501d337
1677,1830.png,0.087097,0.09,0.638065,0.809375,074d6af730ed17a6
1847,2023.png,0.580625,0.1825,0.595,0.215,02ce218553cc3f15
2153,2339.png,0.112305,0.106821,0.884766,0.89704,0139829d39dc5cd4
2083,2264.png,0.540625,0.880133,0.5675,0.90677,00a2ad9365afcd7e
2304,2516.png,0.005329,0.000625,0.955595,0.99,0a47456e8390f6c7
2028,2209.png,0.585625,0.212946,0.70625,0.542214,0098915ff17c199c
1890,2066.png,0.41875,0.05915,0.89375,0.979667,5cde5e6c5501d337
2651,2910.png,0.47625,0.045,0.7925,0.385833,19e041bc0fe1bda2
1240,1355.png,0.57875,0.044715,0.999375,0.639024,10d11e6401251eaf
1439,1580.png,0.71875,0.333333,0.885938,0.551515,8467c3cf0b323a87
1935,2111.png,0.57,0.0,0.798125,0.07533,1c5ef6c1f1a07fc7
1497,1640.png,0.002098,0.004032,0.999301,0.998992,001940ecf2a6f9eb
1169,1270.png,0.0,0.282364,0.638125,0.555347,01b32704f5a7cc89
2236,2446.png,0.0,0.138639,0.245625,0.688062,090be8149aa10e63
892,968.png,0.245625,0.119384,0.699375,0.38896,090be8149aa10e63
1878,2054.png,0.0,0.228893,0.293125,0.441839,0017830e8b7b0579
1936,2112.png,0.58875,0.299435,0.649375,0.399247,1c5ef6c1f1a07fc7
1993,2170.png,0.535,0.473333,0.976667,0.833333,07051cd81c101e42
2006,2185.png,0.03625,0.314259,0.4125,0.830206,15b234c4036dd16c
2013,2194.png,0.128125,0.040625,0.992188,0.846875,02335a6b66fd5b30
1174,1275.png,0.0,0.0,0.999375,0.998817,002b6c5e434980df
2371,2597.png,0.228125,0.268908,0.804375,0.467787,00996519956b7d68
1855,2031.png,0.0625,0.0,0.239375,0.393333,02ce218553cc3f15
1121,1218.png,0.018056,0.155136,0.616667,0.979036,73c3e83a98cc58ee
287,297.png,0.215139,0.358936,0.626494,0.837518,10f14ca4434c12c6
275,285.png,0.516875,0.411985,0.566875,0.469101,000ca4a1855318b1
1958,2134.png,0.405,0.206379,0.666875,0.409006,006d5ce1be409eb6
1469,1610.png,0.483333,0.528889,0.595,0.597778,02ecd01295b4e555
1116,1213.png,0.281875,0.180113,0.62375,0.339587,18b692b6d7fcef57
659,702.png,0.157227,0.550781,0.491211,0.947917,1e6475b470d66ef4
1908,2084.png,0.719727,0.022785,0.96875,0.946835,00f01dd7169f5696
1516,1659.png,0.335938,0.828125,0.705078,0.998698,0242b82d966c25c8
658,701.png,0.215311,0.0,0.76555,0.980198,0981511725ae1f40
695,742.png,0.890625,0.22045,0.955,0.35272,0098915ff17c199c
1171,1272.png,0.27375,0.085366,0.841875,0.257036,01b32704f5a7cc89
323,342.png,0.0,0.045028,0.580625,0.962477,00600cd486b311c1
2203,2398.png,0.090625,0.0,0.927344,0.998958,1bdfd39845085e3a
2040,2221.png,0.890625,0.22045,0.955,0.35272,0098915ff17c199c
514,556.png,0.69,0.770833,0.99875,0.999167,02ce218553cc3f15
1118,1215.png,0.343125,0.28424,0.68125,0.409006,18b692b6d7fcef57
1700,1859.png,0.668945,0.289062,0.775391,0.49349,00036ea2b476f860
1310,1435.png,0.0,0.0,0.752,0.997333,0286fa80d1f927ac
1626,1770.png,0.623125,0.46161,0.676875,0.498127,000ca4a1855318b1
1002,1090.png,0.31,0.791,0.347,0.937,000af631fb329557
1061,1156.png,0.80625,0.545833,0.815625,0.658333,0ac62068d1328100
1614,1758.png,0.4425,0.498127,0.505,0.553371,000ca4a1855318b1
1492,1635.png,0.387755,0.08,0.997959,0.993333,0594dd7d3988969a
942,1020.png,0.734375,0.433898,0.999375,0.615819,00efe4b4aa33acf5
2647,2906.png,0.0,0.247438,0.445312,0.967789,0000f53faa4d14c3
777,825.png,0.105625,0.236667,0.1775,0.348333,00048edce2a37368
698,745.png,0.060625,0.342402,0.135,0.378987,0098915ff17c199c
2205,2400.png,0.45045,0.197026,0.714715,0.609665,01caec6d774a835d
141,150.png,0.225,0.195312,0.759375,0.471875,02144c6ad4ca3466
1918,2094.png,0.096875,0.856874,0.153125,0.950094,1c5ef6c1f1a07fc7
1939,2115.png,0.645625,0.646893,0.696875,0.700565,1c5ef6c1f1a07fc7
1676,1829.png,0.448387,0.666875,0.894194,0.91125,074d6af730ed17a6
2445,2675.png,0.28,0.380863,0.6075,0.901501,01a0c5134b8a7974
2641,2893.png,0.503125,0.585833,0.98375,0.999167,3b7187d67cbd6b70
361,387.png,0.339063,0.529688,0.78125,0.86875,04726830998785ed
2465,2696.png,0.380625,0.391182,0.7325,0.530019,18b692b6d7fcef57
1134,1231.png,0.2625,0.202991,0.488125,0.529915,006512eb4a092212
1108,1204.png,0.770625,0.054128,0.941875,0.552294,0004d0fa04223278
2167,2353.png,0.439542,0.279412,0.998366,0.705882,013641ae181daa2b
125,132.png,0.556667,0.593333,0.666667,0.68,02ecd01295b4e555
737,784.png,0.536875,0.850166,0.56875,0.882353,00a2ad9365afcd7e
1303,1428.png,0.47168,0.367496,0.983398,0.998536,0000f53faa4d14c3
823,875.png,0.04878,0.155625,0.999062,0.976875,06a98f5f8af719b6
522,564.png,0.820625,0.458333,0.87125,0.520833,02ce218553cc3f15
1615,1759.png,0.44625,0.53839,0.49625,0.605805,000ca4a1855318b1
286,296.png,0.46875,0.286517,0.84,0.379213,000ca4a1855318b1
74,81.png,0.45125,0.675,0.46875,0.706667,009fe379015d01ee
2404,2633.png,0.44375,0.581667,0.626875,0.758333,0b296a2c68d71589
147,156.png,0.387755,0.08,0.997959,0.993333,0594dd7d3988969a
338,363.png,0.0,0.0,0.999375,0.998124,0027717ee5abd636
159,168.png,0.358571,0.326882,0.677143,0.690323,093dc6b2e0716a16
472,503.png,0.51875,0.195459,0.836875,0.740375,00758c10b2da2954
370,396.png,0.548125,0.094675,0.925,0.766864,f5ebc3254203c1d2
479,510.png,0.008125,0.178677,0.178125,0.600197,00758c10b2da2954
524,566.png,0.000953,0.0,0.999047,0.982292,0008fba87dd4aed2
660,703.png,0.02832,0.080729,0.96875,0.842448,1e6475b470d66ef4
306,317.png,0.135185,0.034259,0.302778,0.133333,00341c3c5825fc7e
2258,2468.png,0.18625,0.866109,0.245625,0.971548,000467588f9797fc
2583,2832.png,0.518926,0.156352,0.916972,0.87785,0005e4b02ae05787
1427,1568.png,0.59875,0.708333,0.61125,0.74,009fe379015d01ee
1499,1642.png,0.38125,0.0,0.596875,0.05,005a76523045ff4a
563,605.png,0.719727,0.022785,0.96875,0.946835,00f01dd7169f5696
2264,2474.png,0.0,0.665272,0.461875,0.999163,000467588f9797fc
1548,1691.png,0.18875,0.063598,0.47875,0.59749,00380c346e3771dc
721,768.png,0.124375,0.470588,0.275625,0.693674,00a2ad9365afcd7e
2180,2366.png,0.575732,0.8625,0.899582,0.999375,0012aa7a73b51d94
1045,1140.png,0.19625,0.431667,0.61125,0.850833,1b47d517fcf14532
2373,2599.png,0.789375,0.256769,0.950625,0.478992,00996519956b7d68
1857,2033.png,0.165625,0.0,0.49125,0.385,02ce218553cc3f15
1683,1842.png,0.0,0.0,0.999375,0.998124,0027717ee5abd636
1452,1593.png,0.176875,0.236226,0.5025,0.836777,0191ee1cfc15d501
1428,1569.png,0.6025,0.661667,0.625,0.706667,009fe379015d01ee
2328,2550.png,0.2,0.264375,0.926667,0.8975,47a27af455b10401
343,368.png,0.0,0.0,0.999375,0.927767,0027717ee5abd636
1909,2085.png,0.254375,0.207512,0.87875,0.865728,4166772334f67e2a
1837,2002.png,0.04125,0.0,0.369375,0.730833,00be189ddee94ecc
456,487.png,0.06625,0.830833,0.125625,0.9275,3ded83ca47a84b3e
2662,2923.png,0.0,0.112821,1.0,1.0,14ae7b6b885fe0b3
2233,2438.png,0.570625,0.191667,0.875,0.6325,001e2cd338ff3ed0
1871,2047.png,0.451859,0.597917,0.969495,0.982292,0008fba87dd4aed2
1742,1904.png,0.263682,0.108243,0.706468,0.683597,010fc05932a1bf6a
309,320.png,0.344444,0.037037,0.515741,0.138889,00341c3c5825fc7e
590,632.png,0.57,0.0,0.798125,0.07533,1c5ef6c1f1a07fc7
1833,1998.png,0.09625,0.240708,0.798125,0.918584,070f3f099b62b90c
812,864.png,0.0,0.0,0.995,0.996667,0019f6be6046f51f
723,770.png,0.130625,0.706992,0.25375,0.836848,00a2ad9365afcd7e
481,512.png,0.544375,0.580454,0.658125,0.887463,00758c10b2da2954
1849,2025.png,0.7875,0.465,0.8175,0.489167,02ce218553cc3f15
1491,1634.png,0.479592,0.0,0.838776,0.926667,0594dd7d3988969a
2538,2776.png,0.268125,0.0,0.99875,0.995745,0004233b5dfc6210
195,204.png,0.592809,0.515,0.707358,0.663125,001f581f2f2db648
2462,2693.png,0.343125,0.29925,0.68,0.425891,18b692b6d7fcef57
845,900.png,0.3125,0.16,0.7725,0.894375,403f5d18b9108bb6
1881,2057.png,0.0,0.0,0.961667,0.99875,0005f3f1f9ba2a3a
2353,2575.png,0.0,0.0,0.921875,0.99906,012e1654ae86d6c0
168,177.png,0.00293,0.544271,0.265625,0.998698,0242b82d966c25c8
1737,1897.png,0.01,0.870879,0.046875,0.990385,06c9fb98702d277a
2360,2582.png,0.034375,0.12,0.978125,0.988571,00c0d1d91d662186
1453,1594.png,0.09,0.052342,0.94875,0.999311,0191ee1cfc15d501
1732,1892.png,0.038125,0.18432,0.695625,0.934946,03982ceb4b545f32
1053,1148.png,0.0,0.242044,0.861093,0.999036,003e064eaf653f57
1970,2146.png,0.0,0.0,0.999375,0.999167,0036ec897004eeb6
1486,1629.png,0.225,0.195312,0.759375,0.471875,02144c6ad4ca3466
2385,2614.png,0.7125,0.275389,0.986875,0.884721,0108699b58fba47f
657,700.png,0.205,0.183125,0.290833,0.21875,0fd4a8dbec51a09c
1782,1945.png,0.520625,0.708098,0.72375,0.853107,0c334bb4e67f9448
2268,2478.png,0.185625,0.42268,0.230625,0.487348,079aeeda986b8dd9
2095,2277.png,0.0,0.0,0.998438,0.9975,057432b5e43aa7bf
2524,2759.png,0.747656,0.170388,0.7875,0.231492,0081d67c4cfc9134
806,858.png,0.41375,0.00816,0.646875,0.454216,041ad5e7754ebfca
607,649.png,0.0,0.0,0.913281,0.951651,0eb6e18693f9a7d3
365,391.png,0.073125,0.1675,0.729375,0.819167,003edf91acea710b
